"idFreq0","PMID","subpopSize","subset1","subset2","subset3","expFrequencyName","freqType","freqMeasure","freqUnit"
NA,"7601299",NA,NA,NA,NA,"placebo",NA,"40 %","%"
NA,"7601299",NA,NA,NA,NA,"headache recurrence",NA,"17 %","%"
NA,"7601299",NA,NA,NA,NA,"recurrence",NA,"13 %","%"
NA,"7758098",NA,NA,NA,NA,"the study population random sample men women",NA,"76 %","%"
NA,"7828190",NA,NA,NA,NA,"headache recurrence",NA,"49 %","%"
NA,"7828190",NA,NA,NA,NA,"headache recurrence",NA,"30 %","%"
NA,"7835381",NA,NA,NA,NA,"headache relief",NA,"75 %","%"
NA,"7854485",NA,NA,NA,NA,"postlumbar puncture headache",NA,"32 %","%"
NA,"7854485",NA,NA,NA,NA,"postlumbar puncture headache",NA,"6 %","%"
NA,"7859245",NA,NA,NA,NA,"females",NA,"1.39 %","%"
NA,"7859245",NA,NA,NA,NA,"females",NA,"3.83 %","%"
NA,"7859245",NA,NA,NA,NA,"males",NA,"1.33 %","%"
NA,"7925339",NA,NA,NA,NA,"postdural puncture headache",NA,"30 %","%"
NA,"7925339",NA,NA,NA,NA,"sprotte",NA,"6 %","%"
NA,"7925339",NA,NA,NA,NA,"multiple attempts",NA,"16 %","%"
NA,"7925339",NA,NA,NA,NA,"multiple attempts dural puncture",NA,"28 %","%"
NA,"7931379",NA,NA,NA,NA,"dominant headache",NA,"53 %","%"
NA,"7987510",NA,NA,NA,NA,"patients achieved complete relief",NA,"30 %","%"
NA,"7987510",NA,NA,NA,NA,"relief headache",NA,"90 %","%"
NA,"7987510",NA,NA,NA,NA,"international headache society criteria migraine",NA,"80 %","%"
NA,"7987510",NA,NA,NA,NA,"complete relief",NA,"64 %","%"
NA,"7987510",NA,NA,NA,NA,"recurrent headache within hours  patients",NA,"81 %","%"
NA,"8002320",NA,NA,NA,NA,"double blind placebo",NA,"11 %","%"
NA,"8002320",NA,NA,NA,NA,"placebo",NA,"22 %","%"
NA,"8062354",NA,NA,NA,NA,"headache duration frequency",NA,"50 %","%"
NA,"8062354",NA,NA,NA,NA,"ao",NA,"30.3 %","%"
NA,"8062354",NA,NA,NA,NA,"am",NA,"22.4 %","%"
NA,"8062354",NA,NA,NA,NA,"pl",NA,"21.9 %","%"
NA,"8062354",NA,NA,NA,NA,"ao",NA,"39.4 %","%"
NA,"8062354",NA,NA,NA,NA,"am",NA,"25.4 %","%"
NA,"8062354",NA,NA,NA,NA,"pl",NA,"26.6 %","%"
NA,"8062354",NA,NA,NA,NA,"ao",NA,"31.8 %","%"
NA,"8062354",NA,NA,NA,NA,"am",NA,"26.9 %","%"
NA,"8142098",NA,NA,NA,NA,"postdural puncture headache",NA,"1.61 %","%"
NA,"8142098",NA,NA,NA,NA,"postdural puncture headache",NA,"1.59 %","%"
NA,"8232869",NA,NA,NA,NA,"needle size",NA,"63 %","%"
NA,"8232869",NA,NA,NA,NA,"needle size",NA,"48 %","%"
NA,"8287298",NA,NA,NA,NA,"pdph",NA,"80 %","%"
NA,"8287298",NA,NA,NA,NA,"epidural blood patch",NA,"90 %","%"
NA,"8403134",NA,NA,NA,NA,"pdph",NA,"14 %","%"
NA,"8403134",NA,NA,NA,NA,"sprotte",NA,"15.2 %","%"
NA,"8403134",NA,NA,NA,NA,"quincke",NA,"12.8 %","%"
NA,"8403134",NA,NA,NA,NA,"cerebrospinal fluid",NA,"66 %","%"
NA,"8436154",NA,NA,NA,NA,"dilatation",NA,"36 %","%"
NA,"8442966",NA,NA,NA,NA,"headache",NA,"87.5 %","%"
NA,"8442966",NA,NA,NA,NA,"headaches",NA,"66.7 %","%"
NA,"8442966",NA,NA,NA,NA,"headache frequency",NA,"5 %","%"
NA,"8448099",NA,NA,NA,NA,"pdph",NA,"6 %","%"
NA,"8448099",NA,NA,NA,NA,"control group",NA,"2 %","%"
NA,"8450893",NA,NA,NA,NA,"headache duration frequency",NA,"50 %","%"
NA,"8450893",NA,NA,NA,NA,"treatment responders",NA,"30.3 %","%"
NA,"8450893",NA,NA,NA,NA,"am",NA,"22.4 %","%"
NA,"8450893",NA,NA,NA,NA,"pl",NA,"21.9 %","%"
NA,"8489976",NA,NA,NA,NA,"bupivacaine spinal anesthesia",NA,"0.5 %","%"
NA,"8489976",NA,NA,NA,NA,"pdph",NA,"9.2 %","%"
NA,"8749244",NA,NA,NA,NA,"attacks sumatriptan",NA,"74 %","%"
NA,"8749244",NA,NA,NA,NA,"placebo treated attacks",NA,"26 %","%"
NA,"8749244",NA,NA,NA,NA,"attacks treated",NA,"96 %","%"
NA,"8773038",NA,NA,NA,NA,"migraineurs",NA,"71.4 %","%"
NA,"8773038",NA,NA,NA,NA,"tension headache",NA,"28.6 %","%"
NA,"8783311",NA,NA,NA,NA,"controls",NA,"52 %","%"
NA,"8787254",NA,NA,NA,NA,"pdph",NA,"8 %","%"
NA,"8814427",NA,NA,NA,NA,"immunosuppression",NA,"50 %","%"
NA,"8826568",NA,NA,NA,NA,"epidural nacl",NA,"0.9 %","%"
NA,"8896009",NA,NA,NA,NA,"pdph",NA,"2.97 %","%"
NA,"8896009",NA,NA,NA,NA,"pdph",NA,"2.69 %","%"
NA,"8896009",NA,NA,NA,NA,"back pain",NA,"4.95 %","%"
NA,"8896009",NA,NA,NA,NA,"back pain",NA,"5.91 %","%"
NA,"9038460",NA,NA,NA,NA,"headache",NA,"11.8 %","%"
NA,"9038460",NA,NA,NA,NA,"headache",NA,"50 %","%"
NA,"9074911",NA,NA,NA,NA,"index",NA,"3 %","%"
NA,"9074911",NA,NA,NA,NA,"suppression",NA,"16 %","%"
NA,"9074911",NA,NA,NA,NA,"index induced late suppression",NA,"62 %","%"
NA,"9074911",NA,NA,NA,NA,"migraine",NA,"48 %","%"
NA,"9074911",NA,NA,NA,NA,"labial es",NA,"97 %","%"
NA,"9074911",NA,NA,NA,NA,"migraineurs",NA,"83 %","%"
NA,"9209770",NA,NA,NA,NA,"photopsia",NA,"43 %","%"
NA,"9209770",NA,NA,NA,NA,"phantom pain",NA,"28 %","%"
NA,"9209770",NA,NA,NA,NA,"non painful phantom phenomena",NA,"62 %","%"
NA,"9212474",NA,NA,NA,NA,"females",NA,"1.18 %","%"
NA,"9212474",NA,NA,NA,NA,"females",NA,"3.08 %","%"
NA,"9212474",NA,NA,NA,NA,"non obstetric females",NA,"0.37 %","%"
NA,"9212474",NA,NA,NA,NA,"females",NA,"1.31 %","%"
NA,"9212474",NA,NA,NA,NA,"males",NA,"0.71 %","%"
NA,"9241342",NA,NA,NA,NA,"pdph",NA,"0 %","%"
NA,"9241342",NA,NA,NA,NA,"pdph",NA,"5.6 %","%"
NA,"9251377",NA,NA,NA,NA,"side effects",NA,"16.67 %","%"
NA,"9277027",NA,NA,NA,NA,"decreased headache frequency",NA,"95 %","%"
NA,"9277027",NA,NA,NA,NA,"therapy",NA,"75 %","%"
NA,"9303253",NA,NA,NA,NA,"female",NA,"66 %","%"
NA,"9303253",NA,NA,NA,NA,"techniques",NA,"82 %","%"
NA,"9325477",NA,NA,NA,NA,"headache index",NA,"54.4 %","%"
NA,"9325477",NA,NA,NA,NA,"mild side effects",NA,"53.8 %","%"
NA,"9325477",NA,NA,NA,NA,"mouth dryness",NA,"65.5 %","%"
NA,"9424969",NA,NA,NA,NA,"pdph",NA,"9.4 %","%"
NA,"9424969",NA,NA,NA,NA,"pdph",NA,"17.6 %","%"
NA,"9424969",NA,NA,NA,NA,"only half",NA,"60.5 %","%"
NA,"9424969",NA,NA,NA,NA,"ambulation",NA,"8.8 %","%"
NA,"9474718",NA,NA,NA,NA,"headache",NA,"90 %","%"
NA,"9585947",NA,NA,NA,NA,"dropped",NA,"33 %","%"
NA,"9585947",NA,NA,NA,NA,"total remission symptomatology",NA,"27 %","%"
NA,"9585947",NA,NA,NA,NA,"patients still complained headaches",NA,"43 %","%"
NA,"9689271",NA,NA,NA,NA,"nitrous oxide",NA,"67 %","%"
NA,"9689271",NA,NA,NA,NA,"analgesia",NA,"7 %","%"
NA,"9689271",NA,NA,NA,NA,"analgesia",NA,"9 %","%"
NA,"9689271",NA,NA,NA,NA,"analgesia",NA,"10 %","%"
NA,"9689271",NA,NA,NA,NA,"emesis",NA,"6 %","%"
NA,"9689271",NA,NA,NA,NA,"emesis",NA,"8 %","%"
NA,"9689271",NA,NA,NA,NA,"antiemetic",NA,"1 %","%"
NA,"9689271",NA,NA,NA,NA,"antiemetic",NA,"2 %","%"
NA,"9689271",NA,NA,NA,NA,"enflurane",NA,"41 %","%"
NA,"9689271",NA,NA,NA,NA,"isoflurane",NA,"12 %","%"
NA,"9689271",NA,NA,NA,NA,"isoflurane",NA,"23 %","%"
NA,"9773702",NA,NA,NA,NA,"pdph",NA,"4.3 %","%"
NA,"9793663",NA,NA,NA,NA,"headache",NA,"9.1 %","%"
NA,"9822206",NA,NA,NA,NA,"migraines",NA,"10 %","%"
NA,"9822206",NA,NA,NA,NA,"tension headaches",NA,"7 %","%"
NA,"9876888",NA,NA,NA,NA,"post lumbar puncture headache",NA,"6 %","%"
NA,"9876888",NA,NA,NA,NA,"post lumbar puncture headache",NA,"32 %","%"
NA,"9926184",NA,NA,NA,NA,"ponv",NA,"32 %","%"
NA,"9926184",NA,NA,NA,NA,"ponv",NA,"37 %","%"
NA,"9926184",NA,NA,NA,NA,"ponv",NA,"49 %","%"
NA,"9926184",NA,NA,NA,NA,"nalbuphine",NA,"52 %","%"
