"idResults0","doc_id","PMID","exp1","expType","expLow1","expHigh1","expUnit1","refExp1","outcome","result","icLow","icUpper","measureType","pValue","exp2","adjustment","fromCode","projectName","uploadDate"
,"36868377_1_OR","36868377","daprodustat",,"NULL","NULL",," ","adverse event rates",0.98,"0.88","1.09","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"36894956_13_OR","36894956","hypertriglyceridemia",,"NULL","NULL",," ","prevalent anemia among   t2dm.",1.72,"1.21","2.77","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"36894956_15_OR","36894956","using insulin separately or in   oral glds",,"NULL","NULL",," ","prevalence of anemia",1.87,"1.3","4.37","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"36894956_9_OR","36894956","obesity",,"NULL","NULL",," ","prevalent anemia among   t2dm.",1.94,"1.17","3.23","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"36894956_14_OR","36894956","using insulin separately or in   oral glds",,"NULL","NULL",," ","prevalence of anemia",2.6,"1.42","6.42","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"36894956_7_OR","36894956","men and women",,"NULL","NULL",," ","prevalent anemia among   t2dm.",20.2,"13.1","29","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"36894956_8_OR","36894956","men and women",,"NULL","NULL",," ","prevalence of anemia",21.9,"17.4","27","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"36894956_10_OR","36894956","obesity",,"NULL","NULL",," ","prevalent anemia among   t2dm.",3.12,"1.78","5.47","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"36894956_12_OR","36894956","chronic kidney disease",,"NULL","NULL",," ","prevalent anemia among   t2dm.",4.3,"2.83","7.29","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"36894956_11_OR","36894956","albuminuria",,"NULL","NULL",," ","prevalent anemia among   t2dm.",6.37,"3.13","10.91","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"36983703_5_OR","36983703","(hb","greater than","11","NULL","g/dl"," ","risk of renal outcomes",0.715,"0.568","0.898","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"36983703_4_OR","36983703","normal iron",,"NULL","NULL",," ","risk of renal outcomes",0.718,"0.579","0.889","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"37096396_1_OR","37096396","vadadustat",,"NULL","NULL",," ","time to first mace",1.1,"0.62","1.93","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"37156427_4_OR","37156427","having anemia or ckd alone,",,"NULL","NULL",," ","all-cause mortality",2.1,"1.49","2.96","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"37156427_5_OR","37156427","having anemia or ckd alone,",,"NULL","NULL",,"having neither condition,","all-cause mortality",2.24,"1.9","2.64","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"37156427_6_OR","37156427","both conditions",,"NULL","NULL",," ","risk of death",3.41,"2.75","4.23","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"37289335_2_OR","37289335","high-hemoglobin group",,"NULL","NULL",,"than the low-hemoglobin group,","reduced composite renal outcome",0.64,"0.43","0.96","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"37524595_2_OR","37524595","anemia and hypoalbuminemia",,"NULL","NULL",," ","risk of hospitalization",2.32,"1.29","4.17","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"37524595_3_OR","37524595","anemia and hypoalbuminemia",,"NULL","NULL",," ","risk of hospitalization",2.77,"1.54","4.99","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"37915900_3_OR","37915900","oral iron replacement  not",,"NULL","NULL",," ","end stage kidney disease",1,"0.84","1.19","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"37931239_2_OR","37931239","hemoglobin glycation index",,"NULL","NULL",," ","hazard ratio of hemoglobin glycation index (95%",1.293,"1.238","1.349","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"38028472_3_OR","38028472","adrenal cortical steroids,",,"NULL","NULL",," ","risk of all-cause mortality",0.83,"0.74","0.93","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"38059456_2_OR","38059456","anemia  robustly",,"NULL","NULL",," ","risk of all-cause mortality",1.485,"1.34","1.647","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"38231283_4_OR","38231283","increasing chronic kidney disease grade",,"NULL","NULL",," ","higher mortality risk.",1.1,"1.02","1.2","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"38231283_3_OR","38231283","anemia presence",,"NULL","NULL",," ","higher mortality risk.",1.4,"1.32","1.49","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"38345037_20_OR","38345037","roxadustat  the placebo",,"NULL","NULL",," ","risk of kidney-related adverse events",0.939,"0.898","0.981","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"38345037_17_OR","38345037","esa",,"NULL","NULL",,"placebo","risk of kidney-related adverse events",0.968,"0.831","1.152","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"38345037_15_OR","38345037","roxadustat",,"NULL","NULL",," ","risk of cardiac or kidney-related events",1.036,"0.916","1.171","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"38345037_12_OR","38345037","receiving roxadustat",,"NULL","NULL",," ","risk of occurrence of cardiac disorders",1.049,"0.918","1.2","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"38345037_19_OR","38345037","roxadustat",,"NULL","NULL",,"placebo","risk of kidney-related adverse events",1.053,"0.965","1.149","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"38345037_13_OR","38345037","receiving roxadustat",,"NULL","NULL",," ","risk of occurrence of cardiac disorders",1.066,"0.919","1.235","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"38345037_16_OR","38345037","roxadustat  the placebo",,"NULL","NULL",,"placebo","risk of kidney-related adverse events",1.088,"0.98","1.209","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"38345037_14_OR","38345037","dialysis-dependent",,"NULL","NULL",," ","risk of cardiac or kidney-related events",1.094,"0.925","1.293","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"38345037_21_OR","38345037","roxadustat.",,"NULL","NULL",,"placebo","incidence of hypertension  higher",1.198,"1.042","1.377","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"38345037_22_OR","38345037","roxadustat.",,"NULL","NULL",,"placebo","risk of cardiac or kidney-related events",1.374,"1.153","1.638","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"38345037_18_OR","38345037","roxadustat",,"NULL","NULL",,"placebo","risk of kidney-related adverse events",2.649,"0.201","34.981","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"38407565_2_OR","38407565","iron deficiency",,"NULL","NULL",,"older persons who were iron replete,","higher risk of incident heart failure",1.47,"1.02","2.11","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"38436955_6_OR","38436955","initiation of sglt2 inhibitors or glp-1 ras.",,"NULL","NULL",," ","lower incidence of anemia events",0.79,"0.71","0.87","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"38436955_5_OR","38436955","receiving sglt2 inhibitors",,"NULL","NULL",," ","composite anemia outcomes",0.81,"0.73","0.9","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"38436955_7_OR","38436955","initiation of sglt2 inhibitors or glp-1 ras.",,"NULL","NULL",," ","lower rate of anemia treatment initiation",0.99,"0.83","1.19","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
